Operation,Index,Time(ns),Operations
Insert,5096,600,25
Insert,5097,700,25
Insert,5098,700,25
Insert,5099,600,25
Insert,5100,700,25
Insert,5101,900,29
Insert,5102,600,27
Insert,5103,800,29
Insert,5104,700,25
Insert,5105,600,25
Insert,5106,700,29
Insert,5107,600,31
Insert,5108,700,29
Insert,5109,600,23
Insert,5110,800,31
Insert,5111,800,29
Insert,5112,1000,29
Insert,5113,600,25
Insert,5114,600,25
Insert,5115,700,25
Insert,5116,700,27
Insert,5117,600,23
Insert,5118,600,27
Insert,5119,600,27
Insert,5120,700,27
Insert,5121,700,27
Insert,5122,700,25
Insert,5123,600,25
Insert,5124,700,25
Insert,5125,700,29
Insert,5126,600,23
Insert,5127,700,25
Insert,5128,700,27
Insert,5129,700,29
Insert,5130,800,27
Insert,5131,1000,29
Insert,5132,800,31
Insert,5133,800,27
Insert,5134,600,23
Insert,5135,600,23
Insert,5136,700,27
Insert,5137,1000,33
Insert,5138,1000,27
Insert,5139,600,22
Insert,5140,1000,29
Insert,5141,700,27
Insert,5142,800,23
Insert,5143,700,25
Insert,5144,800,27
Insert,5145,800,27
Insert,5146,700,23
Insert,5147,1500,25
Insert,5148,800,27
Insert,5149,1200,25
Insert,5150,700,24
Insert,5151,800,29
Insert,5152,900,25
Insert,5153,800,27
Insert,5154,600,31
Insert,5155,700,23
Insert,5156,800,31
Insert,5157,800,31
Insert,5158,800,29
Insert,5159,700,31
Insert,5160,900,29
Insert,5161,600,25
Insert,5162,800,29
Insert,5163,600,25
Insert,5164,900,27
Insert,5165,800,27
Insert,5166,600,23
Insert,5167,700,25
Insert,5168,700,27
Insert,5169,900,31
Insert,5170,700,27
Insert,5171,700,27
Insert,5172,700,27
Insert,5173,700,29
Insert,5174,700,27
Insert,5175,800,23
Insert,5176,800,29
Insert,5177,700,29
Insert,5178,600,23
Insert,5179,700,23
Insert,5180,800,23
Insert,5181,600,25
Insert,5182,600,21
Insert,5183,700,27
Insert,5184,600,23
Insert,5185,900,27
Insert,5186,900,25
Insert,5187,700,23
Insert,5188,800,29
Insert,5189,700,27
Insert,5190,800,25
Insert,5191,700,25
Insert,5192,600,27
Insert,5193,700,23
Insert,5194,800,27
Insert,5195,700,25
Insert,5196,600,24
Insert,5197,600,23
Insert,5198,700,25
Insert,5199,700,25
Insert,5200,700,25
Insert,5201,700,25
Insert,5202,600,27
Insert,5203,1000,25
Insert,5204,700,25
Insert,5205,800,29
Insert,5206,700,27
Insert,5207,800,33
Insert,5208,600,21
Insert,5209,700,27
Insert,5210,700,29
Insert,5211,600,23
Insert,5212,800,25
Insert,5213,600,25
Insert,5214,700,25
Insert,5215,700,29
Insert,5216,800,29
Insert,5217,700,25
Insert,5218,800,27
Insert,5219,700,23
Insert,5220,800,33
Insert,5221,900,29
Insert,5222,1300,27
Insert,5223,600,25
Insert,5224,600,25
Insert,5225,800,29
Insert,5226,600,26
Insert,5227,700,23
Insert,5228,600,29
Insert,5229,700,25
Insert,5230,1200,29
Insert,5231,700,25
Insert,5232,800,29
Insert,5233,600,25
Insert,5234,600,25
Insert,5235,700,29
Insert,5236,800,29
Insert,5237,600,23
Insert,5238,900,29
Insert,5239,700,27
Insert,5240,700,24
Insert,5241,800,25
Insert,5242,700,27
Insert,5243,1200,25
Insert,5244,700,27
Insert,5245,700,25
Insert,5246,700,27
Insert,5247,700,29
Insert,5248,800,27
Insert,5249,700,25
Insert,5250,600,23
Insert,5251,600,25
Insert,5252,600,24
Insert,5253,600,25
Insert,5254,800,29
Insert,5255,700,27
Insert,5256,1100,27
Insert,5257,700,27
Insert,5258,700,29
Insert,5259,600,25
Insert,5260,700,29
Insert,5261,900,25
Insert,5262,700,24
Insert,5263,700,27
Insert,5264,800,29
Insert,5265,600,25
Insert,5266,700,27
Insert,5267,700,29
Insert,5268,1000,27
Insert,5269,800,27
Insert,5270,700,27
Insert,5271,600,25
Insert,5272,900,29
Insert,5273,800,27
Insert,5274,700,25
Insert,5275,600,23
Insert,5276,600,25
Insert,5277,700,27
Insert,5278,700,25
Insert,5279,700,27
Insert,5280,700,29
Insert,5281,800,27
Insert,5282,700,25
Insert,5283,600,25
Insert,5284,700,29
Insert,5285,600,25
Insert,5286,900,29
Insert,5287,600,27
Insert,5288,600,27
Insert,5289,2100,23
Insert,5290,700,25
Insert,5291,700,31
Insert,5292,600,25
Insert,5293,700,27
Insert,5294,500,21
Insert,5295,600,25
Insert,5296,600,23
Insert,5297,1200,27
Insert,5298,700,27
Insert,5299,800,27
Insert,5300,700,25
Insert,5301,700,29
Insert,5302,600,27
Insert,5303,900,27
Insert,5304,600,25
Insert,5305,700,25
Insert,5306,900,29
Insert,5307,700,29
Insert,5308,700,25
Insert,5309,600,27
Insert,5310,600,23
Insert,5311,1200,31
Insert,5312,800,25
Insert,5313,700,25
Insert,5314,800,25
Insert,5315,600,25
Insert,5316,700,25
Insert,5317,700,25
Insert,5318,1000,31
Insert,5319,800,27
Insert,5320,800,25
Insert,5321,800,27
Insert,5322,600,25
Insert,5323,700,29
Insert,5324,700,25
Insert,5325,800,31
Insert,5326,500,22
Insert,5327,700,31
Insert,5328,800,31
Insert,5329,700,27
Insert,5330,600,27
Insert,5331,600,23
Insert,5332,500,24
Insert,5333,900,29
Insert,5334,700,27
Insert,5335,700,27
Insert,5336,700,25
Insert,5337,800,23
Insert,5338,900,27
Insert,5339,700,29
Insert,5340,1300,29
Insert,5341,700,29
Insert,5342,700,29
Insert,5343,700,27
Insert,5344,900,29
Insert,5345,600,25
Insert,5346,700,29
Insert,5347,700,29
Insert,5348,800,29
Insert,5349,600,23
Insert,5350,700,23
Insert,5351,700,27
Insert,5352,700,27
Insert,5353,700,29
Insert,5354,700,27
Insert,5355,600,23
Insert,5356,900,25
Insert,5357,600,27
Insert,5358,700,29
Insert,5359,700,25
Insert,5360,600,25
Insert,5361,600,25
Insert,5362,700,27
Insert,5363,700,27
Insert,5364,800,27
Insert,5365,700,27
Insert,5366,700,31
Insert,5367,800,27
Insert,5368,600,25
Insert,5369,700,25
Insert,5370,700,29
Insert,5371,1300,29
Insert,5372,700,23
Insert,5373,700,27
Insert,5374,700,25
Insert,5375,800,33
Insert,5376,700,29
Insert,5377,700,27
Insert,5378,600,25
Insert,5379,800,27
Insert,5380,700,27
Insert,5381,700,23
Insert,5382,600,25
Insert,5383,700,27
Insert,5384,700,25
Insert,5385,600,27
Insert,5386,1200,29
Insert,5387,600,27
Insert,5388,700,27
Insert,5389,600,23
Insert,5390,700,27
Insert,5391,1000,25
Insert,5392,600,25
Insert,5393,800,29
Insert,5394,700,25
Insert,5395,700,27
Insert,5396,800,29
Insert,5397,800,33
Insert,5398,700,31
Insert,5399,600,25
Insert,5400,600,21
Insert,5401,600,25
Insert,5402,800,29
Insert,5403,700,23
Insert,5404,600,23
Insert,5405,700,25
Insert,5406,700,29
Insert,5407,500,24
Insert,5408,700,25
Insert,5409,900,27
Insert,5410,800,27
Insert,5411,600,29
Insert,5412,700,27
Insert,5413,600,29
Insert,5414,700,29
Insert,5415,700,27
Insert,5416,800,27
Insert,5417,700,27
Insert,5418,800,27
Insert,5419,600,25
Insert,5420,700,25
Insert,5421,800,29
Insert,5422,700,27
Insert,5423,700,23
Insert,5424,700,25
Insert,5425,800,29
Insert,5426,800,25
Insert,5427,700,25
Insert,5428,600,25
Insert,5429,700,27
Insert,5430,800,29
Insert,5431,700,27
Insert,5432,700,27
Insert,5433,600,23
Insert,5434,700,29
Insert,5435,700,27
Insert,5436,600,25
Insert,5437,6400,29
Insert,5438,600,25
Insert,5439,700,23
Insert,5440,600,27
Insert,5441,600,29
Insert,5442,800,25
Insert,5443,900,29
Insert,5444,600,27
Insert,5445,1300,27
Insert,5446,800,27
Insert,5447,600,29
Insert,5448,700,29
Insert,5449,700,29
Insert,5450,600,24
Insert,5451,600,25
Insert,5452,700,25
Insert,5453,900,31
Insert,5454,500,23
Insert,5455,600,25
Insert,5456,900,31
Insert,5457,600,22
Insert,5458,700,29
Insert,5459,700,29
Insert,5460,600,25
Insert,5461,700,27
Insert,5462,700,27
Insert,5463,700,29
Insert,5464,600,26
Insert,5465,800,27
Insert,5466,700,25
Insert,5467,700,25
Insert,5468,600,25
Insert,5469,700,27
Insert,5470,800,29
Insert,5471,1300,29
Insert,5472,700,29
Insert,5473,700,31
Insert,5474,700,31
Insert,5475,1000,29
Insert,5476,700,24
Insert,5477,700,31
Insert,5478,1000,29
Insert,5479,700,27
Insert,5480,700,29
Insert,5481,600,25
Insert,5482,700,27
Insert,5483,600,23
Insert,5484,900,33
Insert,5485,600,25
Insert,5486,700,27
Insert,5487,600,27
Insert,5488,700,25
Insert,5489,600,25
Insert,5490,700,31
Insert,5491,700,27
Insert,5492,700,31
Insert,5493,500,22
Insert,5494,800,27
Insert,5495,600,25
Insert,5496,800,25
Insert,5497,700,25
Insert,5498,700,27
Insert,5499,700,27
Insert,5500,700,27
Insert,5501,700,23
Insert,5502,900,31
Insert,5503,600,25
Insert,5504,700,25
Insert,5505,600,27
Insert,5506,600,25
Insert,5507,700,28
Insert,5508,800,29
Insert,5509,700,29
Insert,5510,600,25
Insert,5511,700,21
Insert,5512,700,27
Insert,5513,700,27
Insert,5514,700,27
Insert,5515,600,25
Insert,5516,700,31
Insert,5517,800,27
Insert,5518,900,29
Insert,5519,1200,25
Insert,5520,1200,29
Insert,5521,700,25
Insert,5522,800,27
Insert,5523,600,27
Insert,5524,800,31
Insert,5525,600,24
Insert,5526,700,27
Insert,5527,900,31
Insert,5528,700,25
Insert,5529,700,27
Insert,5530,800,27
Insert,5531,700,29
Insert,5532,700,23
Insert,5533,600,23
Insert,5534,700,27
Insert,5535,600,29
Insert,5536,700,27
Insert,5537,700,31
Insert,5538,700,27
Insert,5539,800,29
Insert,5540,600,25
Insert,5541,1000,27
Insert,5542,800,29
Insert,5543,600,25
Insert,5544,600,27
Insert,5545,700,27
Insert,5546,700,25
Insert,5547,600,23
Insert,5548,600,25
Insert,5549,600,27
Insert,5550,1100,23
Insert,5551,700,29
Insert,5552,700,27
Insert,5553,700,27
Insert,5554,700,31
Insert,5555,600,21
Insert,5556,700,31
Insert,5557,700,27
Insert,5558,700,29
Insert,5559,700,23
Insert,5560,800,31
Insert,5561,700,29
Insert,5562,600,25
Insert,5563,800,29
Insert,5564,700,29
Insert,5565,700,27
Insert,5566,600,23
Insert,5567,700,25
Insert,5568,700,23
Insert,5569,600,22
Insert,5570,600,25
Insert,5571,700,25
Insert,5572,600,23
Insert,5573,700,28
Insert,5574,800,27
Insert,5575,700,25
Insert,5576,700,29
Insert,5577,700,27
Insert,5578,600,29
Insert,5579,600,25
Insert,5580,800,27
Insert,5581,700,27
Insert,5582,600,27
Insert,5583,600,25
Insert,5584,700,29
Insert,5585,800,31
Insert,5586,800,25
Insert,5587,700,29
Insert,5588,600,29
Insert,5589,900,31
Insert,5590,700,25
Insert,5591,800,29
Insert,5592,1400,27
Insert,5593,700,31
Insert,5594,900,29
Insert,5595,600,25
Insert,5596,700,23
Insert,5597,700,29
Insert,5598,600,25
Insert,5599,700,25
Insert,5600,32800,25
Insert,5601,1000,31
Insert,5602,600,23
Insert,5603,700,25
Insert,5604,1000,27
Insert,5605,800,29
Insert,5606,800,25
Insert,5607,700,23
Insert,5608,800,27
Insert,5609,600,27
Insert,5610,700,23
Insert,5611,700,27
Insert,5612,900,32
Insert,5613,700,31
Insert,5614,800,29
Insert,5615,800,27
Insert,5616,700,25
Insert,5617,700,29
Insert,5618,900,25
Insert,5619,700,27
Insert,5620,900,25
Insert,5621,700,25
Insert,5622,800,31
Insert,5623,900,27
Insert,5624,600,23
Insert,5625,900,31
Insert,5626,800,31
Insert,5627,600,27
Insert,5628,900,31
Insert,5629,800,27
Insert,5630,700,29
Insert,5631,700,22
Insert,5632,1400,27
Insert,5633,800,29
Insert,5634,700,24
Insert,5635,600,23
Insert,5636,600,25
Insert,5637,700,25
Insert,5638,500,20
Insert,5639,600,27
Insert,5640,600,27
Insert,5641,700,27
Insert,5642,700,23
Insert,5643,900,27
Insert,5644,700,27
Insert,5645,800,27
Insert,5646,700,27
Insert,5647,500,22
Insert,5648,700,23
Insert,5649,700,27
Insert,5650,500,23
Insert,5651,800,29
Insert,5652,700,27
Insert,5653,800,31
Insert,5654,600,25
Insert,5655,800,27
Insert,5656,700,25
Insert,5657,700,27
Insert,5658,800,29
Insert,5659,600,25
Insert,5660,700,27
Insert,5661,1000,29
Insert,5662,600,29
Insert,5663,1000,33
Insert,5664,700,27
Insert,5665,900,27
Insert,5666,600,25
Insert,5667,1400,29
Insert,5668,900,33
Insert,5669,700,27
Insert,5670,600,25
Insert,5671,700,27
Insert,5672,900,27
Insert,5673,600,25
Insert,5674,700,29
Insert,5675,600,24
Insert,5676,700,29
Insert,5677,900,27
Insert,5678,600,27
Insert,5679,700,23
Insert,5680,700,29
Insert,5681,800,27
Insert,5682,600,25
Insert,5683,700,27
Insert,5684,800,29
Insert,5685,600,21
Insert,5686,800,21
Insert,5687,700,25
Insert,5688,700,29
Insert,5689,1000,33
Insert,5690,700,25
Insert,5691,800,29
Insert,5692,700,31
Insert,5693,700,25
Insert,5694,800,27
Insert,5695,800,27
Insert,5696,600,25
Insert,5697,800,29
Insert,5698,800,27
Insert,5699,900,31
Insert,5700,700,27
Insert,5701,700,27
Insert,5702,800,31
Insert,5703,700,27
Insert,5704,1100,33
Insert,5705,1300,27
Insert,5706,700,27
Insert,5707,800,27
Insert,5708,600,28
Insert,5709,600,23
Insert,5710,800,29
Insert,5711,600,23
Insert,5712,600,27
Insert,5713,700,27
Insert,5714,800,27
Insert,5715,600,27
Insert,5716,900,31
Insert,5717,700,31
Insert,5718,700,31
Insert,5719,600,22
Insert,5720,600,27
Insert,5721,700,27
Insert,5722,600,24
Insert,5723,700,23
Insert,5724,800,31
Insert,5725,900,31
Insert,5726,700,23
Insert,5727,700,25
Insert,5728,700,27
Insert,5729,600,29
Insert,5730,700,27
Insert,5731,700,27
Insert,5732,700,25
Insert,5733,700,25
Insert,5734,700,27
Insert,5735,700,25
Insert,5736,600,27
Insert,5737,700,23
Insert,5738,600,27
Insert,5739,600,23
Insert,5740,2800,29
Insert,5741,600,25
Insert,5742,600,25
Insert,5743,600,25
Insert,5744,600,29
Insert,5745,700,25
Insert,5746,700,31
Insert,5747,700,23
Insert,5748,600,27
Insert,5749,1200,27
Insert,5750,600,25
Insert,5751,700,25
Insert,5752,600,25
Insert,5753,700,25
Insert,5754,700,26
Insert,5755,600,25
Insert,5756,700,27
Insert,5757,700,27
Insert,5758,600,27
Insert,5759,500,24
Insert,5760,800,29
Insert,5761,700,27
Insert,5762,700,25
Insert,5763,800,29
Insert,5764,400,12
Insert,5765,700,25
Insert,5766,600,27
Insert,5767,600,27
Insert,5768,500,25
Insert,5769,700,25
Insert,5770,700,27
Insert,5771,700,25
Insert,5772,600,23
Insert,5773,500,25
Insert,5774,800,29
Insert,5775,700,31
Insert,5776,800,25
Insert,5777,700,23
Insert,5778,800,29
Insert,5779,400,20
Insert,5780,1000,33
Insert,5781,800,31
Insert,5782,600,27
Insert,5783,600,25
Insert,5784,700,27
Insert,5785,700,25
Insert,5786,800,31
Insert,5787,600,29
Insert,5788,700,29
Insert,5789,600,29
Insert,5790,600,23
Insert,5791,700,27
Insert,5792,600,21
Insert,5793,600,23
Insert,5794,800,27
Insert,5795,600,25
Insert,5796,700,29
Insert,5797,600,27
Insert,5798,800,25
Insert,5799,600,25
Insert,5800,600,25
Insert,5801,800,27
Insert,5802,800,27
Insert,5803,700,25
Insert,5804,700,27
Insert,5805,800,27
Insert,5806,600,25
Insert,5807,600,25
Insert,5808,600,23
Insert,5809,800,31
Insert,5810,600,25
Insert,5811,800,31
Insert,5812,600,23
Insert,5813,600,27
Insert,5814,800,27
Insert,5815,1300,25
Insert,5816,800,27
Insert,5817,600,23
Insert,5818,700,27
Insert,5819,700,25
Insert,5820,800,31
Insert,5821,600,28
Insert,5822,600,23
Insert,5823,700,27
Insert,5824,700,25
Insert,5825,800,27
Insert,5826,700,27
Insert,5827,500,23
Insert,5828,700,25
Insert,5829,600,25
Insert,5830,900,29
Insert,5831,700,29
Insert,5832,600,29
Insert,5833,800,29
Insert,5834,700,29
Insert,5835,700,29
Insert,5836,500,23
Insert,5837,900,33
Insert,5838,600,25
Insert,5839,700,23
Insert,5840,700,25
Insert,5841,800,27
Insert,5842,600,25
Insert,5843,700,29
Insert,5844,700,27
Insert,5845,600,25
Insert,5846,900,31
Insert,5847,600,25
Insert,5848,700,27
Insert,5849,800,29
Insert,5850,600,27
Insert,5851,600,25
Insert,5852,600,23
Insert,5853,800,29
Insert,5854,800,29
Insert,5855,800,27
Insert,5856,700,25
Insert,5857,800,27
Insert,5858,600,27
Insert,5859,800,31
Insert,5860,700,29
Insert,5861,600,25
Insert,5862,700,29
Insert,5863,700,27
Insert,5864,700,27
Insert,5865,500,18
Insert,5866,800,29
Insert,5867,700,27
Insert,5868,500,22
Insert,5869,700,25
Insert,5870,600,25
Insert,5871,800,29
Insert,5872,700,29
Insert,5873,700,27
Insert,5874,700,27
Insert,5875,700,29
Insert,5876,700,29
Insert,5877,600,25
Insert,5878,700,29
Insert,5879,1100,31
Insert,5880,700,29
Insert,5881,700,25
Insert,5882,600,23
Insert,5883,700,27
Insert,5884,700,25
Insert,5885,500,23
Insert,5886,700,33
Insert,5887,800,29
Insert,5888,600,25
Insert,5889,1100,25
Insert,5890,4500,25
Insert,5891,800,31
Insert,5892,700,27
Insert,5893,700,25
Insert,5894,600,25
Insert,5895,600,25
Insert,5896,600,27
Insert,5897,800,37
Insert,5898,600,27
Insert,5899,700,27
Insert,5900,700,29
Insert,5901,500,23
Insert,5902,700,33
Insert,5903,700,29
Insert,5904,700,27
Insert,5905,700,27
Insert,5906,500,21
Insert,5907,700,25
Insert,5908,800,31
Insert,5909,700,31
Insert,5910,600,25
Insert,5911,700,25
Insert,5912,700,35
Insert,5913,700,27
Insert,5914,800,27
Insert,5915,600,25
Insert,5916,700,27
Insert,5917,600,27
Insert,5918,700,27
Insert,5919,800,31
Insert,5920,800,31
Insert,5921,600,25
Insert,5922,600,27
Insert,5923,700,29
Insert,5924,600,29
Insert,5925,800,29
Insert,5926,600,25
Insert,5927,700,27
Insert,5928,700,29
Insert,5929,600,23
Insert,5930,600,25
Insert,5931,700,29
Insert,5932,700,27
Insert,5933,900,27
Insert,5934,600,25
Insert,5935,600,23
Insert,5936,600,21
Insert,5937,600,27
Insert,5938,800,27
Insert,5939,600,27
Insert,5940,600,27
Insert,5941,600,25
Insert,5942,600,27
Insert,5943,800,31
Insert,5944,700,27
Insert,5945,600,27
Insert,5946,600,27
Insert,5947,600,25
Insert,5948,600,25
Insert,5949,700,29
Insert,5950,800,29
Insert,5951,600,23
Insert,5952,700,27
Insert,5953,700,27
Insert,5954,600,27
Insert,5955,700,29
Insert,5956,700,27
Insert,5957,600,23
Insert,5958,600,23
Insert,5959,800,29
Insert,5960,800,31
Insert,5961,700,29
Insert,5962,1300,29
Insert,5963,700,23
Insert,5964,700,25
Insert,5965,700,23
Insert,5966,600,27
Insert,5967,700,23
Insert,5968,700,29
Insert,5969,700,27
Insert,5970,700,29
Insert,5971,600,25
Insert,5972,900,29
Insert,5973,600,23
Insert,5974,600,25
Insert,5975,800,29
Insert,5976,600,25
Insert,5977,600,25
Insert,5978,700,31
Insert,5979,600,25
Insert,5980,800,31
Insert,5981,800,31
Insert,5982,600,27
Insert,5983,600,25
Insert,5984,700,25
Insert,5985,700,27
Insert,5986,700,29
Insert,5987,800,27
Insert,5988,700,29
Insert,5989,600,27
Insert,5990,600,23
Insert,5991,600,27
Insert,5992,600,25
Insert,5993,800,29
Insert,5994,600,29
Insert,5995,1100,27
Insert,5996,700,23
Insert,5997,600,20
Insert,5998,500,27
Insert,5999,600,23
Insert,6000,500,28
Insert,6001,600,27
Insert,6002,700,29
Insert,6003,700,27
Insert,6004,600,25
Insert,6005,800,27
Insert,6006,700,25
Insert,6007,700,25
Insert,6008,700,25
Insert,6009,700,27
Insert,6010,600,28
Insert,6011,600,29
Insert,6012,700,25
Insert,6013,600,26
Insert,6014,700,25
Insert,6015,500,25
Insert,6016,900,31
Insert,6017,600,25
Insert,6018,800,27
Insert,6019,600,27
Insert,6020,700,23
Insert,6021,600,31
Insert,6022,700,27
Insert,6023,600,23
Insert,6024,700,24
Insert,6025,800,31
Insert,6026,900,31
Insert,6027,600,29
Insert,6028,900,29
Insert,6029,700,23
Insert,6030,700,27
Insert,6031,1000,29
Insert,6032,600,27
Insert,6033,600,25
Insert,6034,700,25
Insert,6035,600,27
Insert,6036,700,25
Insert,6037,1200,23
Insert,6038,600,27
Insert,6039,1000,29
Insert,6040,700,29
Insert,6041,700,29
Insert,6042,800,27
Insert,6043,700,23
Insert,6044,800,31
Insert,6045,700,25
Insert,6046,700,25
Insert,6047,800,29
Insert,6048,600,23
Insert,6049,600,27
Insert,6050,700,27
Insert,6051,800,31
Insert,6052,800,31
Insert,6053,600,29
Insert,6054,700,25
Insert,6055,700,29
Insert,6056,700,27
Insert,6057,600,27
Insert,6058,600,27
Insert,6059,600,27
Insert,6060,500,23
Insert,6061,700,31
Insert,6062,800,27
Insert,6063,600,26
Insert,6064,600,25
Insert,6065,700,29
Insert,6066,700,27
Insert,6067,700,29
Insert,6068,600,23
Insert,6069,700,29
Insert,6070,700,31
Insert,6071,700,27
Insert,6072,800,25
Insert,6073,700,25
Insert,6074,600,29
Insert,6075,700,27
Insert,6076,500,20
Insert,6077,700,27
Insert,6078,600,23
Insert,6079,700,23
Insert,6080,700,25
Insert,6081,600,27
Insert,6082,700,27
Insert,6083,800,35
Insert,6084,700,29
Insert,6085,800,27
Insert,6086,700,29
Insert,6087,800,29
Insert,6088,800,29
Insert,6089,800,29
Insert,6090,600,29
Insert,6091,600,27
Insert,6092,700,27
Insert,6093,700,29
Insert,6094,600,23
Insert,6095,700,27
Insert,6096,600,29
Insert,6097,700,25
Insert,6098,600,23
Insert,6099,800,29
Insert,6100,700,29
Insert,6101,800,31
Insert,6102,600,25
Insert,6103,600,23
Insert,6104,600,25
Insert,6105,600,22
Insert,6106,600,31
Insert,6107,600,25
Insert,6108,600,27
Insert,6109,700,27
Insert,6110,1200,27
Insert,6111,700,27
Insert,6112,800,31
Insert,6113,700,29
Insert,6114,2700,29
Insert,6115,600,27
Insert,6116,600,23
Insert,6117,700,25
Insert,6118,600,27
Insert,6119,900,29
Insert,6120,600,25
Insert,6121,700,25
Insert,6122,700,25
Insert,6123,700,29
Insert,6124,800,31
Insert,6125,800,23
Insert,6126,700,27
Insert,6127,600,21
Insert,6128,700,29
Insert,6129,700,27
Insert,6130,800,29
Insert,6131,800,33
Insert,6132,600,25
Insert,6133,700,27
Insert,6134,600,25
Insert,6135,600,26
Insert,6136,700,23
Insert,6137,700,29
Insert,6138,600,26
Insert,6139,700,27
Insert,6140,700,23
Insert,6141,300,8
Insert,6142,800,29
Insert,6143,800,29
Insert,6144,800,37
Insert,6145,800,31
Insert,6146,700,27
Insert,6147,700,29
Insert,6148,700,25
Insert,6149,700,27
Insert,6150,800,29
Insert,6151,700,29
Insert,6152,700,33
Insert,6153,800,31
Insert,6154,600,25
Insert,6155,700,29
Insert,6156,700,27
Insert,6157,800,29
Insert,6158,700,29
Insert,6159,700,25
Insert,6160,700,31
Insert,6161,700,27
Insert,6162,600,25
Insert,6163,800,29
Insert,6164,700,29
Insert,6165,600,29
Insert,6166,700,27
Insert,6167,700,27
Insert,6168,700,27
Insert,6169,700,29
Insert,6170,600,21
Insert,6171,600,28
Insert,6172,700,31
Insert,6173,700,33
Insert,6174,700,24
Insert,6175,600,27
Insert,6176,700,29
Insert,6177,600,27
Insert,6178,700,27
Insert,6179,700,29
Insert,6180,800,31
Insert,6181,600,23
Insert,6182,1400,31
Insert,6183,900,29
Insert,6184,700,29
Insert,6185,800,29
Insert,6186,700,27
Insert,6187,900,29
Insert,6188,700,35
Insert,6189,700,29
Insert,6190,2400,25
Insert,6191,700,31
Insert,6192,800,27
Insert,6193,700,27
Insert,6194,700,25
Insert,6195,700,27
Insert,6196,600,27
Insert,6197,700,27
Insert,6198,600,27
Insert,6199,600,29
Insert,6200,600,25
Insert,6201,700,25
Insert,6202,800,27
Insert,6203,500,23
Insert,6204,800,27
Insert,6205,700,29
Insert,6206,700,25
Insert,6207,400,20
Insert,6208,700,27
Insert,6209,1000,25
Insert,6210,700,25
Insert,6211,600,25
Insert,6212,700,29
Insert,6213,600,26
Insert,6214,700,27
Insert,6215,600,25
Insert,6216,500,22
Insert,6217,700,26
Insert,6218,600,25
Insert,6219,600,23
Insert,6220,700,25
Insert,6221,700,25
Insert,6222,700,30
Insert,6223,700,27
Insert,6224,700,27
Insert,6225,700,27
Insert,6226,800,29
Insert,6227,700,25
Insert,6228,600,25
Insert,6229,700,23
Insert,6230,700,27
Insert,6231,600,26
Insert,6232,600,27
Insert,6233,600,23
Insert,6234,700,25
Insert,6235,900,29
Insert,6236,700,27
Insert,6237,700,27
Insert,6238,700,33
Insert,6239,800,31
Insert,6240,600,27
Insert,6241,800,25
Insert,6242,600,25
Insert,6243,600,25
Insert,6244,700,25
Insert,6245,600,25
Insert,6246,600,25
Insert,6247,600,25
Insert,6248,1000,35
Insert,6249,700,25
Insert,6250,800,29
Insert,6251,800,29
Insert,6252,800,25
Insert,6253,700,25
Insert,6254,800,25
Insert,6255,700,29
Insert,6256,1300,29
Insert,6257,700,27
Insert,6258,500,20
Insert,6259,700,31
Insert,6260,500,20
Insert,6261,800,27
Insert,6262,800,31
Insert,6263,700,25
Insert,6264,700,27
Insert,6265,600,23
Insert,6266,600,23
Insert,6267,800,27
Insert,6268,800,31
Insert,6269,600,29
Insert,6270,800,29
Insert,6271,900,25
Insert,6272,600,27
Insert,6273,800,27
Insert,6274,600,25
Insert,6275,700,27
Insert,6276,700,29
Insert,6277,700,25
Insert,6278,400,14
Insert,6279,700,27
Insert,6280,600,23
Insert,6281,800,31
Insert,6282,700,29
Insert,6283,1000,31
Insert,6284,900,25
Insert,6285,600,23
Insert,6286,700,27
Insert,6287,700,29
Insert,6288,900,29
Insert,6289,700,25
Insert,6290,700,35
Insert,6291,800,27
Insert,6292,700,26
Insert,6293,700,31
Insert,6294,600,27
Insert,6295,800,29
Insert,6296,700,29
Insert,6297,900,28
Insert,6298,700,29
Insert,6299,800,29
Insert,6300,800,23
Insert,6301,700,29
Insert,6302,600,25
Insert,6303,700,23
Insert,6304,600,25
Insert,6305,800,27
Insert,6306,700,25
Insert,6307,700,25
Insert,6308,600,24
Insert,6309,800,27
Insert,6310,800,28
Insert,6311,700,29
Insert,6312,800,33
Insert,6313,400,16
Insert,6314,600,27
Insert,6315,700,25
Insert,6316,600,25
Insert,6317,800,28
Insert,6318,600,25
Insert,6319,600,25
Insert,6320,800,29
Insert,6321,600,25
Insert,6322,600,21
Insert,6323,700,27
Insert,6324,700,27
Insert,6325,600,25
Insert,6326,700,27
Insert,6327,700,27
Insert,6328,800,25
Insert,6329,600,25
Insert,6330,600,25
Insert,6331,1300,23
Insert,6332,700,23
Insert,6333,700,27
Insert,6334,600,25
Insert,6335,400,18
Insert,6336,600,23
Insert,6337,800,29
Insert,6338,600,25
Insert,6339,700,25
Insert,6340,700,29
Insert,6341,700,25
Insert,6342,800,29
Insert,6343,600,27
Insert,6344,600,25
Insert,6345,500,27
Insert,6346,800,25
Insert,6347,1000,25
Insert,6348,600,26
Insert,6349,600,25
Insert,6350,800,35
Insert,6351,700,31
Insert,6352,600,23
Insert,6353,800,27
Insert,6354,600,23
Insert,6355,800,31
Insert,6356,600,27
Insert,6357,700,27
Insert,6358,700,27
Insert,6359,700,27
Insert,6360,600,29
